obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""91.2323660""","=""0.0000008""","=""""","=""1.2258e+02""",AAA,"=""0.0000000000""","=""[109610.2232]""","=""1s""","=""2S""","=""1/2""","=""40""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2353295""","=""0.0000008""","=""""","=""1.3913e+02""",AAA,"=""0.0000000000""","=""[109606.6628]""","=""1s""","=""2S""","=""1/2""","=""39""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2385303""","=""0.0000008""","=""""","=""1.5843e+02""",AAA,"=""0.0000000000""","=""[109602.8177]""","=""1s""","=""2S""","=""1/2""","=""38""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2419943""","=""0.0000008""","=""""","=""1.8103e+02""",AAA,"=""0.0000000000""","=""[109598.6566]""","=""1s""","=""2S""","=""1/2""","=""37""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2457513""","=""0.0000008""","=""""","=""2.0762e+02""",AAA,"=""0.0000000000""","=""[109594.1439]""","=""1s""","=""2S""","=""1/2""","=""36""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2498352""","=""0.0000008""","=""""","=""2.3903e+02""",AAA,"=""0.0000000000""","=""[109589.2390]""","=""1s""","=""2S""","=""1/2""","=""35""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2542852""","=""0.0000008""","=""""","=""2.7631e+02""",AAA,"=""0.0000000000""","=""[109583.8949]""","=""1s""","=""2S""","=""1/2""","=""34""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2591463""","=""0.0000008""","=""""","=""3.2081e+02""",AAA,"=""0.0000000000""","=""[109578.0577]""","=""1s""","=""2S""","=""1/2""","=""33""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2644709""","=""0.0000008""","=""""","=""3.7418e+02""",AAA,"=""0.0000000000""","=""[109571.6647]""","=""1s""","=""2S""","=""1/2""","=""32""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2703197""","=""0.0000008""","=""""","=""4.3857e+02""",AAA,"=""0.0000000000""","=""[109564.6431]""","=""1s""","=""2S""","=""1/2""","=""31""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2767639""","=""0.0000008""","=""""","=""5.1673e+02""",AAA,"=""0.0000000000""","=""[109556.9077]""","=""1s""","=""2S""","=""1/2""","=""30""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2838873""","=""0.0000008""","=""""","=""6.1221e+02""",AAA,"=""0.0000000000""","=""[109548.3584]""","=""1s""","=""2S""","=""1/2""","=""29""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.2917887""","=""0.0000008""","=""""","=""7.2967e+02""",AAA,"=""0.0000000000""","=""[109538.8768]""","=""1s""","=""2S""","=""1/2""","=""28""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3005859""","=""0.0000008""","=""""","=""8.7524e+02""",AAA,"=""0.0000000000""","=""[109528.3223]""","=""1s""","=""2S""","=""1/2""","=""27""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3104195""","=""0.0000008""","=""""","=""1.0571e+03""",AAA,"=""0.0000000000""","=""[109516.5267]""","=""1s""","=""2S""","=""1/2""","=""26""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3214592""","=""0.0000008""","=""""","=""1.2862e+03""",AAA,"=""0.0000000000""","=""[109503.2875]""","=""1s""","=""2S""","=""1/2""","=""25""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3339105""","=""0.0000008""","=""""","=""1.5776e+03""",AAA,"=""0.0000000000""","=""[109488.3592]""","=""1s""","=""2S""","=""1/2""","=""24""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3480251""","=""0.0000008""","=""""","=""1.9519e+03""",AAA,"=""0.0000000000""","=""[109471.4416]""","=""1s""","=""2S""","=""1/2""","=""23""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3641133""","=""0.0000008""","=""""","=""2.4380e+03""",AAA,"=""0.0000000000""","=""[109452.1650]""","=""1s""","=""2S""","=""1/2""","=""22""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.3825609""","=""0.0000008""","=""""","=""3.0769e+03""",AAA,"=""0.0000000000""","=""[109430.0696]""","=""1s""","=""2S""","=""1/2""","=""21""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.4038537""","=""0.0000008""","=""""","=""3.9276e+03""",AAA,"=""0.0000000000""","=""[109404.5776]""","=""1s""","=""2S""","=""1/2""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.4286086""","=""0.0000008""","=""""","=""5.0767e+03""",AAA,"=""0.0000000000""","=""[109374.9555]""","=""1s""","=""2S""","=""1/2""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.4576201""","=""0.0000008""","=""""","=""6.6540e+03""",AAA,"=""0.0000000000""","=""[109340.2604]""","=""1s""","=""2S""","=""1/2""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.4919242""","=""0.0000008""","=""""","=""8.8574e+03""",AAA,"=""0.0000000000""","=""[109299.2642]""","=""1s""","=""2S""","=""1/2""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.5328932""","=""0.0000008""","=""""","=""1.1997e+04""",AAA,"=""0.0000000000""","=""[109250.3433]""","=""1s""","=""2S""","=""1/2""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.5823751""","=""0.0000008""","=""""","=""1.6572e+04""",AAA,"=""0.0000000000""","=""[109191.3154]""","=""1s""","=""2S""","=""1/2""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.6429076""","=""0.0000008""","=""""","=""2.3409e+04""",AAA,"=""0.0000000000""","=""[109119.1917]""","=""1s""","=""2S""","=""1/2""","=""14""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""91.7180514""","=""0.0000008""","=""""","=""3.3927e+04""",AAA,"=""0.0000000000""","=""[109029.7913]""","=""1s""","=""2S""","=""1/2""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""91.8125""","=""0.0013""","=""91.8129300""","=""0.0000004""","=""5600""","=""5.0659e+04""",AAA,"=""0.0000000000""","=""108917.1209""","=""1s""","=""2S""","=""1/2""","=""12""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""91.81293175""","=""0.00000003""","=""91.81293175""","=""0.00000003""","=""""","=""""",,"=""0.0000000000""","=""[108917.11886]""","=""1s""","=""2S""","=""1/2""","=""12s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""91.8130""","=""0.0020""","=""91.81293046""","=""0.00000003""","=""""","=""2.4317e+06""",AAA,"=""0.0000000000""","=""[108917.12039]""","=""1s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""91.8130""","=""0.0020""","=""91.81293188""","=""0.00000003""","=""""","=""2.4316e+06""",AAA,"=""0.0000000000""","=""[108917.11870]""","=""1s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""91.9342""","=""0.0014""","=""91.9351334""","=""0.0000005""","=""6100""","=""7.8340e+04""",AAA,"=""0.0000000000""","=""108772.3445""","=""1s""","=""2S""","=""1/2""","=""11""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""91.9349""","=""0.0020""","=""91.93513419""","=""0.00000003""","=""""","=""3.1597e+06""",AAA,"=""0.0000000000""","=""[108772.34355]""","=""1s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""91.9349""","=""0.0020""","=""91.93513605""","=""0.00000003""","=""""","=""3.1597e+06""",AAA,"=""0.0000000000""","=""[108772.34135]""","=""1s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""91.935133578""","=""0.000000020""","=""91.935133577""","=""0.000000019""","=""""","=""""",,"=""0.0000000000""","=""[108772.344270]""","=""1s""","=""2S""","=""1/2""","=""11d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""91.93513586""","=""0.00000003""","=""91.93513586""","=""0.00000003""","=""""","=""""",,"=""0.0000000000""","=""[108772.34157]""","=""1s""","=""2S""","=""1/2""","=""11s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""92.0947""","=""0.0014""","=""92.0963006""","=""0.0000007""","=""7400""","=""1.2631e+05""",AAA,"=""0.0000000000""","=""108581.9945""","=""1s""","=""2S""","=""1/2""","=""10""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""92.09630369""","=""0.00000003""","=""92.09630369""","=""0.00000003""","=""""","=""""",,"=""0.0000000000""","=""[108581.99080]""","=""1s""","=""2S""","=""1/2""","=""10s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""92.0970""","=""0.0020""","=""92.09630145""","=""0.00000003""","=""""","=""4.2105e+06""",AAA,"=""0.0000000000""","=""[108581.99344]""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""92.0970""","=""0.0020""","=""92.09630394""","=""0.00000003""","=""""","=""4.2104e+06""",AAA,"=""0.0000000000""","=""[108581.99051]""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""92.3148""","=""0.0014""","=""92.3150275""","=""0.0000009""","=""12000""","=""2.1425e+05""",AAA,"=""0.0000000000""","=""108324.7253""","=""1s""","=""2S""","=""1/2""","=""9""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""92.315027375""","=""0.000000020""","=""92.315027375""","=""0.000000017""","=""""","=""""",,"=""0.0000000000""","=""[108324.725501]""","=""1s""","=""2S""","=""1/2""","=""9d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""92.31503159""","=""0.00000003""","=""92.31503159""","=""0.00000003""","=""""","=""""",,"=""0.0000000000""","=""[108324.72055]""","=""1s""","=""2S""","=""1/2""","=""9s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""92.3151""","=""0.0020""","=""92.31502850""","=""0.00000003""","=""""","=""5.7848e+06""",AAA,"=""0.0000000000""","=""[108324.72418]""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""92.3151""","=""0.0020""","=""92.31503193""","=""0.00000003""","=""""","=""5.7847e+06""",AAA,"=""0.0000000000""","=""[108324.72016]""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""","=""92.6225665291""","=""0.0000000003""","=""""","=""""",,"=""0.0000000000""","=""107965.0497145""","=""1s""","=""2S""","=""1/2""","=""8s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""92.6229""","=""0.0020""","=""92.6225621017""","=""0.0000000005""","=""""","=""8.2547e+06""",AAA,"=""0.0000000000""","=""[107965.0548753]""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""92.6229""","=""0.0020""","=""92.6225670063""","=""0.0000000005""","=""""","=""8.2545e+06""",AAA,"=""0.0000000000""","=""[107965.0491583]""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""92.6249""","=""0.0014""","=""92.6225605""","=""0.0000013""","=""11000""","=""3.8694e+05""",AAA,"=""0.0000000000""","=""107965.0568""","=""1s""","=""2S""","=""1/2""","=""8""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""93.074815048""","=""0.000000020""","=""93.074815048""","=""0.000000020""","=""""","=""""",,"=""0.0000000000""","=""[107440.449866]""","=""1s""","=""2S""","=""1/2""","=""7d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""93.07482418""","=""0.00000003""","=""93.07482418""","=""0.00000003""","=""""","=""""",,"=""0.0000000000""","=""[107440.43933]""","=""1s""","=""2S""","=""1/2""","=""7s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""93.0749""","=""0.0020""","=""93.07481751""","=""0.00000003""","=""""","=""1.2362e+07""",AAA,"=""0.0000000000""","=""[107440.44703]""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""93.0749""","=""0.0020""","=""93.07482489""","=""0.00000003""","=""""","=""1.2362e+07""",AAA,"=""0.0000000000""","=""[107440.43850]""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""93.0751""","=""0.0014""","=""93.0748142""","=""0.0000020""","=""5600""","=""7.5684e+05""",AAA,"=""0.0000000000""","=""107440.4508""","=""1s""","=""2S""","=""1/2""","=""7""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""93.7801""","=""0.0021""","=""93.7803361139""","=""0.0000000009""","=""""","=""1.9728e+07""",AAA,"=""0.0000000000""","=""[106632.1620756]""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""93.7801""","=""0.0021""","=""93.7803480320""","=""0.0000000009""","=""""","=""1.9728e+07""",AAA,"=""0.0000000000""","=""[106632.1485242]""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""","=""93.7803468734""","=""0.0000000006""","=""""","=""""",,"=""0.0000000000""","=""106632.1498416""","=""1s""","=""2S""","=""1/2""","=""6s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""93.7814""","=""0.0014""","=""93.780331""","=""0.000004""","=""19000""","=""1.6440e+06""",AAA,"=""0.0000000000""","=""106632.1681""","=""1s""","=""2S""","=""1/2""","=""6""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""94.9742""","=""0.0004""","=""94.97429095""","=""0.00000004""","=""""","=""3.4375e+07""",AAA,"=""0.0000000000""","=""105291.65209""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""L3545""",
"=""94.9742""","=""0.0004""","=""94.974287""","=""0.000005""","=""33000""","=""4.1250e+06""",AAA,"=""0.0000000000""","=""105291.657""","=""1s""","=""2S""","=""1/2""","=""5""","=""""","=""""",,"=""T8637""","=""L3545""",
"=""94.9742""","=""0.0004""","=""94.97431207""","=""0.00000004""","=""""","=""3.4375e+07""",AAA,"=""0.0000000000""","=""105291.62867""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""L3545""",
"=""94.974284001""","=""0.000000021""","=""94.974283997""","=""0.000000021""","=""""","=""""",,"=""0.0000000000""","=""[105291.659796]""","=""1s""","=""2S""","=""1/2""","=""5d""","=""2D""","=""5/2""",E2,"=""""","=""L15291c37""",
"=""94.97431001""","=""0.00000004""","=""94.97431003""","=""0.00000004""","=""""","=""""",,"=""0.0000000000""","=""[105291.63094]""","=""1s""","=""2S""","=""1/2""","=""5s""","=""2S""","=""1/2""",M1,"=""""","=""L15291c36""",
"=""97.2517""","=""0.0014""","=""97.253650""","=""0.000011""","=""83000""","=""1.2785e+07""",AAA,"=""0.0000000000""","=""102823.904""","=""1s""","=""2S""","=""1/2""","=""4""","=""""","=""""",,"=""T8637""","=""L8834""",
"=""""","=""""","=""97.2536984969""","=""0.0000000003""","=""""","=""""",,"=""0.0000000000""","=""102823.8530211""","=""1s""","=""2S""","=""1/2""","=""4s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""97.2541""","=""0.0019""","=""97.2536594376""","=""0.0000000003""","=""""","=""6.8185e+07""",AAA,"=""0.0000000000""","=""102823.8943175""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""L8445""",
"=""97.2541""","=""0.0019""","=""97.2537026950""","=""0.0000000005""","=""""","=""6.8185e+07""",AAA,"=""0.0000000000""","=""102823.8485825""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,"=""T7771""","=""L8445""",
"=""""","=""""","=""102.572144677""","=""0.000000007""","=""""","=""5.937e+02""",AAA,"=""0.0000000000""","=""97492.355566""","=""1s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""5/2""",E2,"=""T7651""","=""""",
"=""""","=""""","=""102.572182693""","=""0.000000021""","=""""","=""5.938e+02""",AAA,"=""0.0000000000""","=""97492.319433""","=""1s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""3/2""",E2,"=""T7651""","=""""",
"=""""","=""""","=""102.572285517""","=""0.000000007""","=""""","=""1.109e-06""",AAA,"=""0.0000000000""","=""97492.221701""","=""1s""","=""2S""","=""1/2""","=""3s""","=""2S""","=""1/2""",M1,"=""T7651""","=""""",
"=""102.5728""","=""0.0003""","=""102.572182505""","=""0.000000007""","=""""","=""1.6725e+08""",AAA,"=""0.0000000000""","=""97492.319611""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""L3545""",
"=""102.5728""","=""0.0003""","=""102.57220""","=""0.00003""","=""250000""","=""5.5751e+07""",AAA,"=""0.0000000000""","=""97492.304""","=""1s""","=""2S""","=""1/2""","=""3""","=""""","=""""",,"=""T8637""","=""L3545""",
"=""102.5728""","=""0.0003""","=""102.572296565""","=""0.000000007""","=""""","=""1.6725e+08""",AAA,"=""0.0000000000""","=""97492.211200""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,"=""T7771""","=""L3545""",
"=""121.56699""","=""0.00020""","=""121.5668237310""","=""0.0000000006""","=""""","=""6.2647e+08""",AAA,"=""0.0000000000""","=""82259.2850014""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,"=""T7771""","=""L12020""",
"=""121.56699""","=""0.00020""","=""121.5673644608""","=""0.0000000004""","=""""","=""6.2648e+08""",AAA,"=""0.0000000000""","=""82258.9191133""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",,"=""T7771""","=""L12020""",
"=""121.56701""","=""0.00021""","=""121.56701""","=""0.00015""","=""840000""","=""4.6986e+08""",AAA,"=""0.0000000000""","=""82259.158""","=""1s""","=""2S""","=""1/2""","=""2""","=""""","=""""",,"=""T8637""","=""L12020""",
"=""121.5673123130200""","=""0.0000000000015""","=""121.5673123130200""","=""0.0000000000015""","=""""","=""2.495e-06""",AAA,"=""0.0000000000""","=""82258.9543992821""","=""1s""","=""2S""","=""1/2""","=""2s""","=""2S""","=""1/2""",M1,"=""T7651""","=""L12363""",
"=""""","=""""","=""365.61647""","=""0.00013""","=""""","=""6.7464e+01""",AAA,"=""82259.158""","=""[109610.2232]""","=""2""","=""""","=""""","=""40""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""365.66407""","=""0.00013""","=""""","=""7.6576e+01""",AAA,"=""82259.158""","=""[109606.6628]""","=""2""","=""""","=""""","=""39""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""365.71549""","=""0.00013""","=""""","=""8.7206e+01""",AAA,"=""82259.158""","=""[109602.8177]""","=""2""","=""""","=""""","=""38""","=""""","=""""",,"=""T8637""","=""""",
"=""365.769""","=""0.003""","=""365.77116""","=""0.00019""","=""700""","=""9.9657e+01""",AAA,"=""82259.158""","=""[109598.6566]""","=""2""","=""""","=""""","=""37""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""365.829""","=""0.003""","=""365.83154""","=""0.00019""","=""700""","=""1.1430e+02""",AAA,"=""82259.158""","=""[109594.1439]""","=""2""","=""""","=""""","=""36""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""365.908""","=""0.010""","=""365.89720""","=""0.00019""","=""700bl""","=""1.3161e+02""",AAA,"=""82259.158""","=""[109589.2390]""","=""2""","=""""","=""""","=""35""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""365.969""","=""0.003""","=""365.96876""","=""0.00019""","=""700""","=""1.5216e+02""",AAA,"=""82259.158""","=""[109583.8949]""","=""2""","=""""","=""""","=""34""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.045""","=""0.003""","=""366.04695""","=""0.00019""","=""700""","=""1.7669e+02""",AAA,"=""82259.158""","=""[109578.0577]""","=""2""","=""""","=""""","=""33""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.136""","=""0.010""","=""366.13263""","=""0.00019""","=""700bl""","=""2.0612e+02""",AAA,"=""82259.158""","=""[109571.6647]""","=""2""","=""""","=""""","=""32""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.231""","=""0.003""","=""366.22678""","=""0.00019""","=""800""","=""2.4162e+02""",AAA,"=""82259.158""","=""[109564.6431]""","=""2""","=""""","=""""","=""31""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.326""","=""0.010""","=""366.33056""","=""0.00019""","=""1100bl""","=""2.8474e+02""",AAA,"=""82259.158""","=""[109556.9077]""","=""2""","=""""","=""""","=""30""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.445""","=""0.010""","=""366.44533""","=""0.00019""","=""900bl""","=""3.3742e+02""",AAA,"=""82259.158""","=""[109548.3584]""","=""2""","=""""","=""""","=""29""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.569""","=""0.010""","=""366.57269""","=""0.00019""","=""1000bl""","=""4.0224e+02""",AAA,"=""82259.158""","=""[109538.8768]""","=""2""","=""""","=""""","=""28""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.712""","=""0.003""","=""366.71458""","=""0.00019""","=""900""","=""4.8261e+02""",AAA,"=""82259.158""","=""[109528.3223]""","=""2""","=""""","=""""","=""27""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""366.877""","=""0.003""","=""366.87327""","=""0.00019""","=""1000""","=""5.8304e+02""",AAA,"=""82259.158""","=""[109516.5267]""","=""2""","=""""","=""""","=""26""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""367.050""","=""0.003""","=""367.05155""","=""0.00019""","=""1300""","=""7.0963e+02""",AAA,"=""82259.158""","=""[109503.2875]""","=""2""","=""""","=""""","=""25""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""367.237""","=""0.010""","=""367.25279""","=""0.00019""","=""1200bl""","=""8.7069e+02""",AAA,"=""82259.158""","=""[109488.3592]""","=""2""","=""""","=""""","=""24""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""367.486""","=""0.003""","=""367.48110""","=""0.00019""","=""1300""","=""1.0777e+03""",AAA,"=""82259.158""","=""[109471.4416]""","=""2""","=""""","=""""","=""23""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""367.7423""","=""0.0006""","=""367.74160""","=""0.00019""","=""1400""","=""1.3467e+03""",AAA,"=""82259.158""","=""[109452.1650]""","=""2""","=""""","=""""","=""22""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""368.0418""","=""0.0006""","=""368.04065""","=""0.00019""","=""1700""","=""1.7005e+03""",AAA,"=""82259.158""","=""[109430.0696]""","=""2""","=""""","=""""","=""21""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""368.3871""","=""0.0006""","=""368.38627""","=""0.00019""","=""1700""","=""2.1719e+03""",AAA,"=""82259.158""","=""[109404.5776]""","=""2""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""368.7881""","=""0.0006""","=""368.78871""","=""0.00019""","=""2000""","=""2.8093e+03""",AAA,"=""82259.158""","=""[109374.9555]""","=""2""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""369.2602""","=""0.0006""","=""369.26119""","=""0.00019""","=""2300""","=""3.6851e+03""",AAA,"=""82259.158""","=""[109340.2604]""","=""2""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""369.8209""","=""0.0006""","=""369.82103""","=""0.00019""","=""2300""","=""4.9101e+03""",AAA,"=""82259.158""","=""[109299.2642]""","=""2""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""370.4913""","=""0.0006""","=""370.49132""","=""0.00019""","=""2800""","=""6.6583e+03""",AAA,"=""82259.158""","=""[109250.3433]""","=""2""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""371.3034""","=""0.0006""","=""371.30334""","=""0.00019""","=""3300""","=""9.2102e+03""",AAA,"=""82259.158""","=""[109191.3154]""","=""2""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""372.3005""","=""0.0006""","=""372.30035""","=""0.00019""","=""5000""","=""1.3032e+04""",AAA,"=""82259.158""","=""[109119.1917]""","=""2""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""373.5431""","=""0.0006""","=""373.54365""","=""0.00020""","=""6000""","=""1.8927e+04""",AAA,"=""82259.158""","=""[109029.7913]""","=""2""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""""","=""""","=""375.119082508""","=""0.000000006""","=""""","=""4.8748e+05""",AAA,"=""82258.9191133""","=""108917.1203787""","=""2p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""375.1191039""","=""0.0000006""","=""""","=""2.9828e+04""",AAA,"=""82258.9191133""","=""[108917.11886]""","=""2p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""375.11934""","=""0.00008""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c39""",
"=""375.119571113""","=""0.000000003""","=""375.119571087""","=""0.000000003""","=""""","=""""",,"=""82258.9543992821""","=""108917.12094342""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""5/2""",E2,"=""""","=""L11759""",
"=""""","=""""","=""375.1195789""","=""0.0000006""","=""""","=""3.5544e+05""",AAA,"=""82258.9543992821""","=""[108917.12039]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""375.119579060""","=""0.000000005""","=""375.119579033""","=""0.000000004""","=""""","=""""",,"=""82258.9543992821""","=""108917.1203787""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""3/2""",E2,"=""""","=""L11759""",
"=""""","=""""","=""375.1196004""","=""0.0000006""","=""""","=""""",,"=""82258.9543992821""","=""[108917.11886]""","=""2s""","=""2S""","=""1/2""","=""12s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""""","=""""","=""375.1196027""","=""0.0000006""","=""""","=""3.5544e+05""",AAA,"=""82258.9543992821""","=""[108917.11870]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""375.1217""","=""0.0006""","=""375.12244""","=""0.00020""","=""8000""","=""2.8337e+04""",AAA,"=""82259.158""","=""108917.1209""","=""2""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7436c29""",
