p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.38316403,,,3886,0.656577,0.632033,4.60424,285.5743032,49.9621218,320.588,15.642,2016-07
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.383159135,,,3886,0.656577,0.632033,4.60424,285.5743032,49.9621218,320.588,15.642,8/16/2018
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.383163462,0,523,3769,0.56,0.59,4.712,285.5743032,49.9621218,320.588,15.642,9/24/2015
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.38,,,,,,,285.5743032,49.9621218,320.588,15.642,2024-11
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.38317,0,550,4047,0.522,0.546,4.74,285.5743032,49.9621218,320.588,15.642,1/8/2014
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.383150101,,,3757,0.576,0.581,4.681,285.5743032,49.9621218,320.588,15.642,2023-05
Kepler-2000 b,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,6.383163462,0,523,3769,0.56,0.59,4.712,285.5743032,49.9621218,320.588,15.642,12/4/2014
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.6182003,,,3757,0.576,0.581,4.681,285.5743032,49.9621218,320.588,15.642,2023-05
Kepler-2000 c,Kepler-2000,1,1,2,Transit,2023,Kepler,0,,20.6180348,0,359,3757,0.576,0.581,4.681,285.5743032,49.9621218,320.588,15.642,8/31/2017 0:00
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.61867,0,372,4047,0.522,0.546,4.74,285.5743032,49.9621218,320.588,15.642,1/8/2014
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.61811848,,,3886,0.656577,0.632033,4.60424,285.5743032,49.9621218,320.588,15.642,2016-07
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.6180348,,,3886,0.656577,0.632033,4.60424,285.5743032,49.9621218,320.588,15.642,8/16/2018
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.6181066,0,354,3769,0.56,0.59,4.712,285.5743032,49.9621218,320.588,15.642,12/4/2014
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.62,,,,,,,285.5743032,49.9621218,320.588,15.642,2024-11
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.6181066,0,354,3769,0.56,0.59,4.712,285.5743032,49.9621218,320.588,15.642,12/18/2014
Kepler-2000 c,Kepler-2000,0,1,2,Transit,2023,Kepler,0,,20.6181066,0,354,3769,0.56,0.59,4.712,285.5743032,49.9621218,320.588,15.642,9/24/2015
Kepler-2001 b,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,1.090013327,0,1417,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,12/4/2014
Kepler-2001 b,Kepler-2001,1,1,2,Transit,2023,Kepler,0,,1.090011003,0,1402,5081,0.77,0.864,4.596,291.6594558,50.5838585,776.55,15.981,8/31/2017 0:00
Kepler-2001 b,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,1.090013327,0,1417,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,9/24/2015
Kepler-2001 b,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,1.090039968,,,5081,0.77,0.864,4.596,291.6594558,50.5838585,776.55,15.981,2023-05
Kepler-2001 b,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,1.090013327,0,1417,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,12/18/2014
Kepler-2001 b,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,1.090011003,,,4838,0.758905,0.79,4.57532,291.6594558,50.5838585,776.55,15.981,8/16/2018
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.09688902,,,4838,0.758905,0.79,4.57532,291.6594558,50.5838585,776.55,15.981,2016-07
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.0926796,0,604,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,9/24/2015
Kepler-2001 c,Kepler-2001,1,1,2,Transit,2023,Kepler,0,,14.09258319,0,597,5081,0.77,0.864,4.596,291.6594558,50.5838585,776.55,15.981,8/31/2017 0:00
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.092768,0,570,5013,0.69,0.764,4.64,291.6594558,50.5838585,776.55,15.981,1/8/2014
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.09449959,,,5081,0.77,0.864,4.596,291.6594558,50.5838585,776.55,15.981,2023-05
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.0926796,0,604,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,12/4/2014
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.09258319,,,4838,0.758905,0.79,4.57532,291.6594558,50.5838585,776.55,15.981,8/16/2018
Kepler-2001 c,Kepler-2001,0,1,2,Transit,2023,Kepler,0,,14.0926796,0,604,5093,0.784,0.856,4.582,291.6594558,50.5838585,776.55,15.981,12/18/2014
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67209545,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,2016-07
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,,,,6152,1.268,,,293.626059,41.2728004,636.445,12.991,2018-10
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67212848,0,718,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,12/4/2014
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67212848,,,6150,1.2,1.18,4.35,293.626059,41.2728004,636.445,12.991,2016-05
Kepler-201 b,Kepler-201,1,1,2,Transit,2014,Kepler,0,,25.672083,,,6065,1.229,,4.294,293.626059,41.2728004,636.445,12.991,2014-03
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67212848,0,718,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,12/18/2014
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67212848,,,6152,1.255,1.098,,293.626059,41.2728004,636.445,12.991,2018-12
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67212848,0,718,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,9/24/2015
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.6721559,0,683,6034,1.179,1.164,4.359,293.626059,41.2728004,636.445,12.991,8/31/2017 0:00
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.67216477,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,2019-03
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.6721559,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,8/16/2018
Kepler-201 b,Kepler-201,0,1,2,Transit,2014,Kepler,0,,25.6721,0,710,6133,1.24,1.177,4.32,293.626059,41.2728004,636.445,12.991,1/8/2014
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8851881,0,378,6034,1.179,1.164,4.359,293.626059,41.2728004,636.445,12.991,8/31/2017 0:00
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8861943,0,397,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,12/4/2014
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8861943,0,397,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,12/18/2014
Kepler-201 c,Kepler-201,1,1,2,Transit,2014,Kepler,0,,151.884058,,,6065,1.229,,4.294,293.626059,41.2728004,636.445,12.991,2014-03
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8855857,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,2016-07
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,,,,6152,1.268,,,293.626059,41.2728004,636.445,12.991,2018-10
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8845426,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,2019-03
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8861943,,,6152,1.255,1.098,,293.626059,41.2728004,636.445,12.991,2018-12
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8861943,0,397,6131,1.24,1.096,4.292,293.626059,41.2728004,636.445,12.991,9/24/2015
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8861943,,,6150,1.2,1.18,4.35,293.626059,41.2728004,636.445,12.991,2016-05
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.886,0,393,6133,1.24,1.177,4.32,293.626059,41.2728004,636.445,12.991,1/8/2014
Kepler-201 c,Kepler-201,0,1,2,Transit,2014,Kepler,0,,151.8851881,,,6240.51,1.27729,1.209,4.30791,293.626059,41.2728004,636.445,12.991,8/16/2018
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.06942539,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,2016-07
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069425638,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,8/16/2018
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069428401,0,843,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,9/24/2015
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069425638,0,802,4671,0.68,0.75,4.636,282.9734874,41.3217991,285.111,14.178,8/31/2017 0:00
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.06942712,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,2019-03
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069428401,0,843,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,12/18/2014
Kepler-202 b,Kepler-202,1,1,2,Transit,2014,Kepler,0,,4.069427,,,4668,0.667,,4.65,282.9734874,41.3217991,285.111,14.178,2014-03
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069428401,,,4762,0.683,0.698,,282.9734874,41.3217991,285.111,14.178,2018-12
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069402,0,813,4763,0.659,0.683,4.63,282.9734874,41.3217991,285.111,14.178,1/8/2014
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069428401,0,843,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,12/4/2014
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,,,,4762,0.688,,,282.9734874,41.3217991,285.111,14.178,2018-10
Kepler-202 b,Kepler-202,0,1,2,Transit,2014,Kepler,0,,4.069428401,,,4791,0.73,0.78,4.61,282.9734874,41.3217991,285.111,14.178,2016-05
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28249175,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,2016-07
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28247625,0,505,4671,0.68,0.75,4.636,282.9734874,41.3217991,285.111,14.178,8/31/2017 0:00
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,,,,4762,0.688,,,282.9734874,41.3217991,285.111,14.178,2018-10
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28248353,,,4791,0.73,0.78,4.61,282.9734874,41.3217991,285.111,14.178,2016-05
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28248353,,,4762,0.683,0.698,,282.9734874,41.3217991,285.111,14.178,2018-12
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28248353,0,531,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,9/24/2015
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28247625,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,8/16/2018
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28247,0,512,4763,0.659,0.683,4.63,282.9734874,41.3217991,285.111,14.178,1/8/2014
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.282491,,,4603.51,0.754033,0.729,4.54601,282.9734874,41.3217991,285.111,14.178,2019-03
Kepler-202 c,Kepler-202,1,1,2,Transit,2014,Kepler,0,,16.282493,,,4668,0.667,,4.65,282.9734874,41.3217991,285.111,14.178,2014-03
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28248353,0,531,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,12/18/2014
Kepler-202 c,Kepler-202,0,1,2,Transit,2014,Kepler,0,,16.28248353,0,531,4806,0.72,0.758,4.603,282.9734874,41.3217991,285.111,14.178,12/4/2014
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162692075,0,1308,5821,1.085,0.972,4.355,297.089959,41.3880686,703.302,14.14,8/31/2017 0:00
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.1626947,0,1217,5924,0.91,1.01,4.52,297.089959,41.3880686,703.302,14.14,1/8/2014
Kepler-203 b,Kepler-203,1,1,3,Transit,2014,Kepler,0,,3.162697,,,5821,1.114,,4.358,297.089959,41.3880686,703.302,14.14,2014-03
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162691238,,,5887,1.029,1.06,,297.089959,41.3880686,703.302,14.14,2018-12
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162691238,0,1234,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/4/2014
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162691238,0,1234,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/18/2014
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162691238,,,5794,1.03,1,4.4,297.089959,41.3880686,703.302,14.14,2016-05
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162694581,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2019-03
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162691238,0,1234,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,9/24/2015
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.16268993,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2016-07
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,,,,5887,1.041,,,297.089959,41.3880686,703.302,14.14,2018-10
Kepler-203 b,Kepler-203,0,1,3,Transit,2014,Kepler,0,,3.162692075,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,8/16/2018
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370639542,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,8/16/2018
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370639542,0,1096,5821,1.085,0.972,4.355,297.089959,41.3880686,703.302,14.14,8/31/2017 0:00
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370645868,0,1034,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,9/24/2015
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370645868,0,1034,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/18/2014
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370645868,0,1034,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/4/2014
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370645868,,,5887,1.029,1.06,,297.089959,41.3880686,703.302,14.14,2018-12
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,749.9,5.371,,,,0.937,1.01,,297.089959,41.3880686,703.302,14.14,2014-05
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,,,,5887,1.041,,,297.089959,41.3880686,703.302,14.14,2018-10
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.3706416,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2016-07
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370645868,,,5794,1.03,1,4.4,297.089959,41.3880686,703.302,14.14,2016-05
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370638551,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2019-03
Kepler-203 c,Kepler-203,1,1,3,Transit,2014,Kepler,0,,5.370647,,,5821,1.114,,4.358,297.089959,41.3880686,703.302,14.14,2014-03
Kepler-203 c,Kepler-203,0,1,3,Transit,2014,Kepler,0,,5.370639,0,1018,5924,0.91,1.01,4.52,297.089959,41.3880686,703.302,14.14,1/8/2014
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32967235,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2016-07
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,33.9,11.33,,,,0.937,1.01,,297.089959,41.3880686,703.302,14.14,2014-05
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32977062,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,8/16/2018
Kepler-203 d,Kepler-203,1,1,3,Transit,2014,Kepler,0,,11.32972,,,5821,1.114,,4.358,297.089959,41.3880686,703.302,14.14,2014-03
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32975018,,,5794,1.03,1,4.4,297.089959,41.3880686,703.302,14.14,2016-05
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,,,,5887,1.041,,,297.089959,41.3880686,703.302,14.14,2018-10
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32977062,0,855,5821,1.085,0.972,4.355,297.089959,41.3880686,703.302,14.14,8/31/2017 0:00
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32975018,0,806,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/4/2014
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32975018,0,806,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,12/18/2014
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32975018,0,806,5949,0.937,1.013,4.5,297.089959,41.3880686,703.302,14.14,9/24/2015
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32984,0,793,5924,0.91,1.01,4.52,297.089959,41.3880686,703.302,14.14,1/8/2014
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.3295929,,,5871.24,1.07657,1.06,4.39929,297.089959,41.3880686,703.302,14.14,2019-03
Kepler-203 d,Kepler-203,0,1,3,Transit,2014,Kepler,0,,11.32975018,,,5887,1.029,1.06,,297.089959,41.3880686,703.302,14.14,2018-12
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40090414,0,828,5815,1.198,0.976,4.27,285.347162,41.761845,686.723,13.977,8/31/2017 0:00
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094471,0,806,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,12/4/2014
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,,,,5877,0.991,,,285.347162,41.761845,686.723,13.977,2018-10
Kepler-204 b,Kepler-204,1,1,2,Transit,2014,Kepler,0,,14.400974,,,5812,1.238,,4.269,285.347162,41.761845,686.723,13.977,2014-03
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40090414,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,8/16/2018
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094471,0,806,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,12/18/2014
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.401041,0,810,6098,1.07,1.05,4.4,285.347162,41.761845,686.723,13.977,1/8/2014
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40092576,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,2019-03
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094471,,,5865,1.11,1.03,4.35,285.347162,41.761845,686.723,13.977,2016-05
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094471,,,5877,0.975,1.038,,285.347162,41.761845,686.723,13.977,2018-12
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094968,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,2016-07
Kepler-204 b,Kepler-204,0,1,2,Transit,2014,Kepler,0,,14.40094471,0,806,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,9/24/2015
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.66136126,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,2019-03
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.661658,0,665,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,9/24/2015
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.661658,0,665,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,12/18/2014
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.6595,0,669,6098,1.07,1.05,4.4,285.347162,41.761845,686.723,13.977,1/8/2014
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.6613816,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,8/16/2018
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.66180924,,,5799,1.0253,1.04,4.4334,285.347162,41.761845,686.723,13.977,2016-07
Kepler-204 c,Kepler-204,1,1,2,Transit,2014,Kepler,0,,25.660593,,,5812,1.238,,4.269,285.347162,41.761845,686.723,13.977,2014-03
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.661658,,,5865,1.11,1.03,4.35,285.347162,41.761845,686.723,13.977,2016-05
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.661658,,,5877,0.975,1.038,,285.347162,41.761845,686.723,13.977,2018-12
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.661658,0,665,6095,1.038,0.992,4.402,285.347162,41.761845,686.723,13.977,12/4/2014
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,,,,5877,0.991,,,285.347162,41.761845,686.723,13.977,2018-10
Kepler-204 c,Kepler-204,0,1,2,Transit,2014,Kepler,0,,25.6613816,0,683,5815,1.198,0.976,4.27,285.347162,41.761845,686.723,13.977,8/31/2017 0:00
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637216,0,757,4121,0.553,0.57,4.709,285.2866912,41.8609357,159.72,13.779,8/31/2017 0:00
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637103,0,669,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,12/4/2014
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755638882,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,2019-03
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637103,0,669,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,9/24/2015
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,,,,4121,0.635,,,285.2866912,41.8609357,159.72,13.779,2018-10
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,,,,4121,0.622,0.659,,285.2866912,41.8609357,159.72,13.779,2013-12
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637216,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,8/16/2018
Kepler-205 b,Kepler-205,1,1,2,Transit,2014,Kepler,0,,2.75564,,,4321,0.546,,4.735,285.2866912,41.8609357,159.72,13.779,2014-03
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637103,,,4255,0.58,0.6,4.69,285.2866912,41.8609357,159.72,13.779,2016-05
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.755637103,0,669,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,12/18/2014
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.75560188,,672,3834,0.48,0.51,,285.2866912,41.8609357,159.72,13.779,2012-05
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.75563813,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,2016-07
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.7556281,0,795,4303,0.562,0.592,4.71,285.2866912,41.8609357,159.72,13.779,1/8/2014
Kepler-205 b,Kepler-205,0,1,2,Transit,2014,Kepler,0,,2.76,,,,,,,285.2866912,41.8609357,159.72,13.779,2024-11
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.31,,,,,,,285.2866912,41.8609357,159.72,13.779,2024-11
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.306591,0,407,4303,0.562,0.592,4.71,285.2866912,41.8609357,159.72,13.779,1/8/2014
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30652862,0,389,4121,0.553,0.57,4.709,285.2866912,41.8609357,159.72,13.779,8/31/2017 0:00
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30707932,,345,3834,0.48,0.51,,285.2866912,41.8609357,159.72,13.779,2012-05
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30652862,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,8/16/2018
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,,,,4121,0.622,0.659,,285.2866912,41.8609357,159.72,13.779,2013-12
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30652965,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,2016-07
